0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2,2,13,6,30,7,0,0,7,1,30,4,0,0,4,2,30,6,1,0,7,2,30,6,1,0,7,5,30,4,0,0,4,1,-15,3,1
2,2,15,0,30,7,6,0,13,0,30,6,0,0,6,0,30,4,9,0,13,1,30,5,8,0,13,0,30,7,2,0,9,1,-15,3,1
2,3,15,0,30,7,6,0,13,0,30,6,0,0,6,0,30,4,9,0,13,1,30,5,8,0,13,0,30,7,2,0,9,1,-15,3,1
2,3,17,6,30,9,5,0,14,0,30,6,0,0,6,0,30,6,8,0,14,3,30,3,11,0,14,1,30,4,0,0,4,1,-15,3,1
2,0,25,0,30,5,9,0,14,4,30,6,0,0,6,0,30,9,5,0,14,7,30,6,8,0,14,4,30,6,0,0,6,1,-15,3,1
2,4,25,0,30,5,9,0,14,4,30,6,0,0,6,0,30,9,5,0,14,7,30,6,8,0,14,4,30,6,0,0,6,1,-15,3,1
2,3,32,0,30,3,6,0,9,4,30,2,0,0,2,1,30,8,1,0,9,1,30,3,6,0,9,5,30,2,0,0,2,1,-15,3,1
2,1,13,2,30,6,1,0,7,2,30,4,0,0,4,9,30,6,1,0,7,6,30,6,1,0,7,3,30,4,0,0,4,1,-15,3,1
2,3,13,2,30,6,1,0,7,2,30,4,0,0,4,9,30,6,1,0,7,6,30,6,1,0,7,3,30,4,0,0,4,1,-15,3,1
2,4,13,2,30,6,1,0,7,2,30,4,0,0,4,9,30,6,1,0,7,6,30,6,1,0,7,3,30,4,0,0,4,1,-15,3,1
2,3,23,1,30,7,6,0,13,3,30,6,0,0,6,3,30,11,2,0,13,0,30,5,8,0,13,1,30,5,1,0,6,1,-15,3,1
2,2,26,0,30,5,4,0,9,5,30,4,0,0,4,3,30,2,7,0,9,0,30,2,7,0,9,3,30,3,0,0,3,1,-15,3,1
2,3,26,0,30,5,4,0,9,5,30,4,0,0,4,3,30,2,7,0,9,0,30,2,7,0,9,3,30,3,0,0,3,1,-15,3,1
2,2,27,1,30,6,9,0,15,4,30,1,1,0,2,0,30,9,6,0,15,0,30,5,10,0,15,0,30,5,1,0,6,1,-15,3,1
2,4,27,1,30,6,9,0,15,4,30,1,1,0,2,0,30,9,6,0,15,0,30,5,10,0,15,0,30,5,1,0,6,1,-15,3,1
2,2,37,1,30,9,2,0,11,7,30,8,0,0,8,0,30,3,8,0,11,0,30,3,8,0,11,1,30,6,0,0,6,1,-15,3,1
2,4,37,1,30,9,2,0,11,7,30,8,0,0,8,0,30,3,8,0,11,0,30,3,8,0,11,1,30,6,0,0,6,1,-15,3,1
2,3,39,0,30,2,9,0,11,7,30,6,0,0,6,0,30,7,4,0,11,2,30,6,5,0,11,1,30,5,0,0,5,1,-15,3,1
2,4,39,0,30,2,9,0,11,7,30,6,0,0,6,0,30,7,4,0,11,2,30,6,5,0,11,1,30,5,0,0,5,1,-15,3,1
2,3,45,1,30,7,6,0,13,10,30,10,0,0,10,0,30,1,12,0,13,0,30,4,9,0,13,5,30,5,0,0,5,1,-15,3,1
2,2,13,7,30,7,0,0,7,1,30,4,0,0,4,2,30,5,2,0,7,1,30,6,1,0,7,3,30,4,0,0,4,1,-15,3,1
2,4,13,7,30,7,0,0,7,1,30,4,0,0,4,2,30,5,2,0,7,1,30,6,1,0,7,3,30,4,0,0,4,1,-15,3,1
2,4,19,0,30,5,8,0,13,1,30,7,1,0,8,0,30,12,1,0,13,0,30,4,9,0,13,1,30,8,1,0,9,1,-15,3,1
2,2,27,1,30,3,12,0,15,2,30,2,0,0,2,0,30,6,9,0,15,5,30,5,10,0,15,6,30,6,0,0,6,1,-15,3,1
2,4,27,1,30,3,12,0,15,2,30,2,0,0,2,0,30,6,9,0,15,5,30,5,10,0,15,6,30,6,0,0,6,1,-15,3,1
2,4,29,0,30,4,10,0,14,5,30,7,5,0,12,1,30,9,5,0,14,0,30,1,13,0,14,0,30,9,0,0,9,1,-15,3,1
2,1,33,7,30,2,9,0,11,6,30,4,0,0,4,0,30,7,4,0,11,2,30,5,6,0,11,9,30,4,0,0,4,1,-15,3,1
2,2,33,7,30,2,9,0,11,6,30,4,0,0,4,0,30,7,4,0,11,2,30,5,6,0,11,9,30,4,0,0,4,1,-15,3,1
2,4,35,0,30,6,7,0,13,3,30,2,0,0,2,1,30,2,11,0,13,4,30,1,12,0,13,6,30,8,0,0,8,1,-15,3,1
2,3,4,0,30,7,1,0,8,4,30,4,0,0,4,0,30,3,5,0,8,0,30,5,3,0,8,3,30,3,1,0,4,0,-27,3,0
2,1,5,0,30,2,3,0,5,3,30,3,1,0,4,0,30,1,4,0,5,0,30,3,2,0,5,0,30,1,1,0,2,0,-27,3,0
2,2,5,0,30,2,3,0,5,3,30,3,1,0,4,0,30,1,4,0,5,0,30,3,2,0,5,0,30,1,1,0,2,0,-27,3,0
2,3,5,0,30,2,3,0,5,3,30,3,1,0,4,0,30,1,4,0,5,0,30,3,2,0,5,0,30,1,1,0,2,0,-27,3,0
2,4,8,3,30,7,0,0,7,4,30,2,0,0,2,0,30,2,5,0,7,0,30,5,2,0,7,2,30,3,0,0,3,0,-27,3,0
2,3,11,0,30,5,7,0,12,2,30,4,0,0,4,0,30,1,11,0,12,0,30,5,7,0,12,4,30,4,0,0,4,1,-15,3,1
2,1,13,9,30,7,0,0,7,3,30,4,0,0,4,6,30,7,0,0,7,3,30,3,4,0,7,0,30,3,1,0,4,1,-15,3,1
2,0,19,0,30,2,11,0,13,2,30,4,4,0,8,0,30,8,5,0,13,6,30,5,8,0,13,3,30,9,0,0,9,1,-15,3,1
2,4,19,0,30,2,11,0,13,2,30,4,4,0,8,0,30,8,5,0,13,6,30,5,8,0,13,3,30,9,0,0,9,1,-15,3,1
2,0,21,3,30,8,2,0,10,4,30,6,0,0,6,1,30,3,7,0,10,5,30,5,5,0,10,5,30,4,0,0,4,1,-15,3,1
2,2,21,3,30,8,2,0,10,4,30,6,0,0,6,1,30,3,7,0,10,5,30,5,5,0,10,5,30,4,0,0,4,1,-15,3,1
2,3,21,3,30,8,2,0,10,4,30,6,0,0,6,1,30,3,7,0,10,5,30,5,5,0,10,5,30,4,0,0,4,1,-15,3,1
2,4,21,3,30,8,2,0,10,4,30,6,0,0,6,1,30,3,7,0,10,5,30,5,5,0,10,5,30,4,0,0,4,1,-15,3,1
2,3,23,0,30,5,8,0,13,4,30,6,0,0,6,6,30,11,2,0,13,0,30,5,8,0,13,4,30,6,0,0,6,1,-15,3,1
2,2,27,1,30,4,11,0,15,3,30,1,1,0,2,3,30,8,7,0,15,0,30,10,5,0,15,1,30,3,3,0,6,1,-15,3,1
2,2,29,1,30,6,8,0,14,6,30,10,2,0,12,0,30,5,9,0,14,0,30,0,14,0,14,3,30,9,0,0,9,1,-15,3,1
2,1,4,2,30,8,0,0,8,5,30,4,0,0,4,1,30,1,7,0,8,2,30,6,2,0,8,0,30,3,1,0,4,0,-27,3,0
2,4,4,2,30,8,0,0,8,5,30,4,0,0,4,0,30,1,7,0,8,2,30,6,2,0,8,0,30,3,1,0,4,0,-27,3,0
2,2,8,1,30,7,0,0,7,4,30,2,0,0,2,4,30,4,3,0,7,2,30,7,0,0,7,2,30,3,0,0,3,0,-27,3,0
2,3,8,1,30,7,0,0,7,4,30,2,0,0,2,4,30,4,3,0,7,2,30,7,0,0,7,2,30,3,0,0,3,0,-27,3,0
2,4,13,1,30,6,1,0,7,0,30,4,0,0,4,3,30,7,0,0,7,9,30,6,1,0,7,4,30,4,0,0,4,1,-15,3,1
2,3,15,0,30,4,9,0,13,1,30,6,0,0,6,0,30,4,9,0,13,1,30,4,9,0,13,3,30,9,0,0,9,1,-15,3,1
2,4,17,3,30,8,6,0,14,4,30,6,0,0,6,0,30,4,10,0,14,1,30,9,5,0,14,0,30,4,0,0,4,1,-15,3,1
2,1,27,2,30,7,8,0,15,2,30,1,1,0,2,0,30,8,7,0,15,0,30,5,10,0,15,0,30,6,0,0,6,1,-15,3,1
2,2,27,2,30,7,8,0,15,2,30,1,1,0,2,0,30,8,7,0,15,0,30,5,10,0,15,0,30,6,0,0,6,1,-15,3,1
2,4,31,4,30,6,6,0,12,4,30,8,0,0,8,4,30,11,1,0,12,0,30,5,7,0,12,0,30,5,1,0,6,1,-15,3,1
2,3,47,0,30,0,14,0,14,5,30,4,0,0,4,0,30,6,8,0,14,1,30,3,11,0,14,8,30,7,0,0,7,1,-15,3,1
2,4,17,0,30,10,4,0,14,3,30,6,0,0,6,0,30,4,10,0,14,2,30,6,8,0,14,1,30,4,0,0,4,1,-15,3,1
2,4,19,0,30,3,10,0,13,2,30,8,0,0,8,6,30,6,7,0,13,3,30,5,8,0,13,0,30,6,3,0,9,1,-15,3,1
2,1,27,1,30,4,11,0,15,5,30,1,1,0,2,0,30,4,11,0,15,0,30,6,9,0,15,4,30,6,0,0,6,1,-15,3,1
2,4,29,0,30,7,7,0,14,6,30,12,0,0,12,0,30,3,11,0,14,0,30,1,13,0,14,1,30,9,0,0,9,1,-15,3,1
2,0,31,4,30,7,5,0,12,4,30,8,0,0,8,6,30,9,3,0,12,0,30,3,9,0,12,0,30,3,3,0,6,1,-15,3,1
2,1,31,4,30,7,5,0,12,4,30,8,0,0,8,6,30,9,3,0,12,0,30,3,9,0,12,0,30,3,3,0,6,1,-15,3,1
2,3,31,4,30,7,5,0,12,4,30,8,0,0,8,6,30,9,3,0,12,0,30,3,9,0,12,0,30,3,3,0,6,1,-15,3,1
2,4,31,4,30,7,5,0,12,4,30,8,0,0,8,6,30,9,3,0,12,0,30,3,9,0,12,0,30,3,3,0,6,1,-15,3,1
2,4,39,0,30,5,6,0,11,7,30,6,0,0,6,0,30,4,7,0,11,1,30,3,8,0,11,2,30,5,0,0,5,1,-15,3,1
2,0,4,3,30,7,1,0,8,3,30,2,2,0,4,1,30,3,5,0,8,0,30,5,3,0,8,2,30,3,1,0,4,0,-27,3,0
2,1,4,3,30,7,1,0,8,3,30,2,2,0,4,1,30,3,5,0,8,0,30,5,3,0,8,2,30,3,1,0,4,0,-27,3,0
2,0,5,0,30,2,3,0,5,3,30,0,4,0,4,0,30,0,5,0,5,0,30,1,4,0,5,1,30,0,2,0,2,0,-27,3,0
2,3,5,0,30,2,3,0,5,3,30,0,4,0,4,0,30,0,5,0,5,0,30,1,4,0,5,1,30,0,2,0,2,0,-27,3,0
2,2,11,0,30,4,8,0,12,1,30,4,0,0,4,0,30,5,7,0,12,0,30,7,5,0,12,3,30,4,0,0,4,1,-15,3,1
2,3,11,0,30,4,8,0,12,1,30,4,0,0,4,0,30,5,7,0,12,0,30,7,5,0,12,3,30,4,0,0,4,1,-15,3,1
2,3,13,1,30,6,1,0,7,1,30,4,0,0,4,2,30,6,1,0,7,4,30,7,0,0,7,0,30,4,0,0,4,1,-15,3,1
2,4,15,1,30,5,8,0,13,0,30,5,1,0,6,0,30,7,6,0,13,1,30,7,6,0,13,3,30,4,5,0,9,1,-15,3,1
2,2,17,3,30,10,4,0,14,2,30,6,0,0,6,0,30,5,9,0,14,0,30,6,8,0,14,3,30,4,0,0,4,1,-15,3,1
2,3,17,3,30,10,4,0,14,2,30,6,0,0,6,0,30,5,9,0,14,0,30,6,8,0,14,3,30,4,0,0,4,1,-15,3,1
2,3,22,1,30,6,2,0,8,3,30,2,0,0,2,1,30,4,4,0,8,0,30,5,3,0,8,4,30,4,0,0,4,1,-15,3,1
2,4,22,1,30,6,2,0,8,3,30,2,0,0,2,1,30,4,4,0,8,0,30,5,3,0,8,4,30,4,0,0,4,1,-15,3,1
2,1,37,0,30,5,6,0,11,4,30,7,1,0,8,1,30,9,2,0,11,3,30,3,8,0,11,4,30,6,0,0,6,1,-15,3,1
2,3,37,0,30,5,6,0,11,4,30,7,1,0,8,1,30,9,2,0,11,3,30,3,8,0,11,4,30,6,0,0,6,1,-15,3,1
2,0,5,0,30,2,3,0,5,3,30,0,4,0,4,0,30,0,5,0,5,2,30,3,2,0,5,0,30,0,2,0,2,0,-27,3,0
2,1,5,0,30,2,3,0,5,3,30,0,4,0,4,0,30,0,5,0,5,2,30,3,2,0,5,0,30,0,2,0,2,0,-27,3,0
2,4,5,0,30,2,3,0,5,3,30,0,4,0,4,0,30,0,5,0,5,2,30,3,2,0,5,0,30,0,2,0,2,0,-27,3,0
2,3,8,0,30,7,0,0,7,3,30,2,0,0,2,0,30,1,6,0,7,0,30,4,3,0,7,3,30,3,0,0,3,0,-27,3,0
2,3,13,1,30,5,2,0,7,1,30,4,0,0,4,5,30,6,1,0,7,4,30,7,0,0,7,4,30,4,0,0,4,1,-15,3,1
2,3,17,3,30,10,4,0,14,3,30,6,0,0,6,0,30,4,10,0,14,0,30,3,11,0,14,4,30,4,0,0,4,1,-15,3,1
2,2,23,2,30,6,7,0,13,2,30,6,0,0,6,0,30,11,2,0,13,0,30,6,7,0,13,0,30,6,0,0,6,1,-15,3,1
2,0,27,5,30,4,11,0,15,2,30,1,1,0,2,0,30,9,6,0,15,2,30,4,11,0,15,1,30,5,1,0,6,1,-15,3,1
2,1,27,5,30,4,11,0,15,2,30,1,1,0,2,0,30,9,6,0,15,2,30,4,11,0,15,1,30,5,1,0,6,1,-15,3,1
2,2,27,5,30,4,11,0,15,2,30,1,1,0,2,0,30,9,6,0,15,2,30,4,11,0,15,1,30,5,1,0,6,1,-15,3,1
2,3,27,5,30,4,11,0,15,2,30,1,1,0,2,0,30,9,6,0,15,2,30,4,11,0,15,1,30,5,1,0,6,1,-15,3,1
2,1,33,3,30,7,4,0,11,5,30,4,0,0,4,4,30,10,1,0,11,0,30,3,8,0,11,6,30,4,0,0,4,1,-15,3,1
2,2,33,3,30,7,4,0,11,5,30,4,0,0,4,4,30,10,1,0,11,0,30,3,8,0,11,6,30,4,0,0,4,1,-15,3,1
2,3,35,0,30,7,6,0,13,4,30,2,0,0,2,1,30,2,11,0,13,4,30,3,10,0,13,3,30,8,0,0,8,1,-15,3,1
2,0,37,0,30,6,5,0,11,3,30,5,3,0,8,0,30,8,3,0,11,9,30,2,9,0,11,5,30,4,2,0,6,1,-15,3,1
2,0,41,0,30,9,3,0,12,8,30,8,0,0,8,0,30,3,9,0,12,0,30,5,7,0,12,3,30,4,3,0,7,1,-15,3,1
2,4,43,0,30,5,9,0,14,6,30,6,0,0,6,0,30,13,1,0,14,1,30,2,12,0,14,5,30,5,0,0,5,1,-15,3,1
2,0,4,2,30,8,0,0,8,5,30,4,0,0,4,0,30,3,5,0,8,1,30,8,0,0,8,2,30,4,0,0,4,0,-27,3,0
2,2,4,2,30,8,0,0,8,5,30,4,0,0,4,0,30,3,5,0,8,1,30,8,0,0,8,2,30,4,0,0,4,0,-27,3,0
2,3,4,2,30,8,0,0,8,5,30,4,0,0,4,0,30,3,5,0,8,1,30,8,0,0,8,2,30,4,0,0,4,0,-27,3,0
2,4,15,0,30,4,9,0,13,1,30,5,1,0,6,0,30,3,10,0,13,1,30,6,7,0,13,2,30,5,4,0,9,1,-15,3,1
2,1,19,0,30,4,9,0,13,2,30,5,3,0,8,0,30,4,9,0,13,6,30,8,5,0,13,2,30,8,1,0,9,1,-15,3,1
2,2,19,0,30,4,9,0,13,2,30,5,3,0,8,0,30,4,9,0,13,6,30,8,5,0,13,2,30,8,1,0,9,1,-15,3,1
2,1,27,1,30,3,12,0,15,3,30,1,1,0,2,0,30,6,9,0,15,4,30,4,11,0,15,4,30,6,0,0,6,1,-15,3,1
2,3,27,1,30,3,12,0,15,3,30,1,1,0,2,0,30,6,9,0,15,4,30,4,11,0,15,4,30,6,0,0,6,1,-15,3,1
2,4,27,1,30,3,12,0,15,3,30,1,1,0,2,0,30,6,9,0,15,4,30,4,11,0,15,4,30,6,0,0,6,1,-15,3,1
2,4,29,0,30,5,9,0,14,5,30,10,2,0,12,0,30,5,9,0,14,0,30,0,14,0,14,4,30,8,1,0,9,1,-15,3,1
2,2,39,0,30,4,7,0,11,6,30,6,0,0,6,0,30,6,5,0,11,2,30,2,9,0,11,4,30,5,0,0,5,1,-15,3,1
2,0,5,0,30,2,3,0,5,3,30,3,1,0,4,0,30,0,5,0,5,0,30,5,0,0,5,0,30,0,2,0,2,0,-27,3,0
2,1,5,0,30,2,3,0,5,3,30,3,1,0,4,0,30,0,5,0,5,0,30,5,0,0,5,0,30,0,2,0,2,0,-27,3,0
2,1,17,1,30,4,10,0,14,1,30,6,0,0,6,0,30,7,7,0,14,8,30,7,7,0,14,8,30,4,0,0,4,1,-15,3,1
2,2,17,1,30,4,10,0,14,1,30,6,0,0,6,0,30,7,7,0,14,8,30,7,7,0,14,8,30,4,0,0,4,1,-15,3,1
2,4,23,2,30,9,4,0,13,2,30,6,0,0,6,4,30,11,2,0,13,0,30,5,8,0,13,3,30,6,0,0,6,1,-15,3,1
2,3,25,1,30,7,7,0,14,4,30,6,0,0,6,0,30,6,8,0,14,2,30,6,8,0,14,3,30,5,1,0,6,1,-15,3,1
2,1,27,1,30,5,10,0,15,1,30,2,0,0,2,0,30,7,8,0,15,5,30,5,10,0,15,2,30,6,0,0,6,1,-15,3,1
2,3,27,1,30,5,10,0,15,1,30,2,0,0,2,0,30,7,8,0,15,5,30,5,10,0,15,2,30,6,0,0,6,1,-15,3,1
2,4,27,1,30,5,10,0,15,1,30,2,0,0,2,0,30,7,8,0,15,5,30,5,10,0,15,2,30,6,0,0,6,1,-15,3,1
2,1,29,0,30,5,9,0,14,5,30,11,1,0,12,0,30,5,9,0,14,0,30,1,13,0,14,1,30,9,0,0,9,1,-15,3,1
2,3,29,0,30,5,9,0,14,5,30,11,1,0,12,0,30,5,9,0,14,0,30,1,13,0,14,1,30,9,0,0,9,1,-15,3,1
2,1,31,1,30,9,3,0,12,4,30,8,0,0,8,8,30,10,2,0,12,0,30,3,9,0,12,1,30,2,4,0,6,1,-15,3,1
2,3,31,1,30,9,3,0,12,4,30,8,0,0,8,8,30,10,2,0,12,0,30,3,9,0,12,1,30,2,4,0,6,1,-15,3,1
2,3,33,1,30,2,9,0,11,5,30,4,0,0,4,0,30,9,2,0,11,0,30,5,6,0,11,5,30,4,0,0,4,1,-15,3,1
2,3,35,0,30,6,7,0,13,4,30,2,0,0,2,1,30,2,11,0,13,6,30,4,9,0,13,7,30,8,0,0,8,1,-15,3,1
2,2,5,0,30,2,3,0,5,2,30,4,0,0,4,0,30,0,5,0,5,0,30,1,4,0,5,2,30,0,2,0,2,0,-27,3,0
2,3,5,0,30,2,3,0,5,2,30,4,0,0,4,0,30,0,5,0,5,0,30,1,4,0,5,2,30,0,2,0,2,0,-27,3,0
2,3,11,1,30,5,7,0,12,0,30,4,0,0,4,0,30,7,5,0,12,3,30,3,9,0,12,3,30,4,0,0,4,1,-15,3,1
2,1,19,0,30,1,12,0,13,2,30,3,5,0,8,0,30,7,6,0,13,3,30,4,9,0,13,1,30,9,0,0,9,1,-15,3,1
2,4,19,0,30,1,12,0,13,2,30,3,5,0,8,0,30,7,6,0,13,3,30,4,9,0,13,1,30,9,0,0,9,1,-15,3,1
2,1,25,1,30,6,8,0,14,5,30,6,0,0,6,0,30,6,8,0,14,1,30,7,7,0,14,7,30,6,0,0,6,1,-15,3,1
2,2,25,1,30,6,8,0,14,5,30,6,0,0,6,0,30,6,8,0,14,1,30,7,7,0,14,7,30,6,0,0,6,1,-15,3,1
2,0,27,2,30,4,11,0,15,5,30,2,0,0,2,0,30,3,12,0,15,2,30,6,9,0,15,6,30,6,0,0,6,1,-15,3,1
2,2,27,2,30,4,11,0,15,3,30,2,0,0,2,0,30,3,12,0,15,2,30,6,9,0,15,6,30,6,0,0,6,1,-15,3,1
2,3,29,0,30,8,6,0,14,6,30,11,1,0,12,0,30,3,11,0,14,0,30,1,13,0,14,1,30,9,0,0,9,1,-15,3,1
2,4,29,0,30,8,6,0,14,6,30,11,1,0,12,0,30,3,11,0,14,0,30,1,13,0,14,1,30,9,0,0,9,1,-15,3,1
2,3,32,0,30,7,2,0,9,4,30,2,0,0,2,2,30,9,0,0,9,1,30,3,6,0,9,3,30,2,0,0,2,1,-15,3,1
2,3,39,1,30,4,7,0,11,6,30,6,0,0,6,0,30,7,4,0,11,0,30,2,9,0,11,2,30,5,0,0,5,1,-15,3,1
2,4,39,1,30,4,7,0,11,6,30,6,0,0,6,0,30,7,4,0,11,0,30,2,9,0,11,2,30,5,0,0,5,1,-15,3,1
2,2,43,0,30,5,9,0,14,6,30,6,0,0,6,0,30,6,8,0,14,1,30,1,13,0,14,0,30,5,0,0,5,1,-15,3,1
2,2,5,0,30,2,3,0,5,3,30,0,4,0,4,0,30,2,3,0,5,0,30,1,4,0,5,0,30,0,2,0,2,0,-27,3,0
2,3,5,0,30,2,3,0,5,3,30,0,4,0,4,0,30,2,3,0,5,0,30,1,4,0,5,0,30,0,2,0,2,0,-27,3,0
2,2,6,4,30,9,0,0,9,4,30,2,0,0,2,0,30,2,7,0,9,0,30,4,5,0,9,0,30,2,3,0,5,0,-27,3,0
2,3,6,4,30,9,0,0,9,4,30,2,0,0,2,0,30,2,7,0,9,0,30,4,5,0,9,0,30,2,3,0,5,0,-27,3,0
2,4,11,1,30,5,7,0,12,1,30,4,0,0,4,0,30,8,4,0,12,2,30,8,4,0,12,4,30,4,0,0,4,1,-15,3,1
2,4,13,4,30,7,0,0,7,0,30,4,0,0,4,2,30,6,1,0,7,4,30,6,1,0,7,5,30,4,0,0,4,1,-15,3,1
2,0,19,0,30,4,9,0,13,1,30,4,4,0,8,0,30,8,5,0,13,9,30,4,9,0,13,1,30,8,1,0,9,1,-15,3,1
2,1,19,0,30,4,9,0,13,1,30,4,4,0,8,0,30,8,5,0,13,9,30,4,9,0,13,1,30,8,1,0,9,1,-15,3,1
2,3,23,1,30,6,7,0,13,3,30,6,0,0,6,7,30,10,3,0,13,0,30,8,5,0,13,1,30,6,0,0,6,1,-15,3,1
2,1,25,3,30,5,9,0,14,2,30,6,0,0,6,0,30,9,5,0,14,1,30,4,10,0,14,4,30,5,1,0,6,1,-15,3,1
2,3,25,3,30,5,9,0,14,2,30,6,0,0,6,0,30,9,5,0,14,1,30,4,10,0,14,4,30,5,1,0,6,1,-15,3,1
2,1,27,1,30,5,10,0,15,3,30,1,1,0,2,0,30,5,10,0,15,1,30,9,6,0,15,4,30,6,0,0,6,1,-15,3,1
2,2,27,1,30,5,10,0,15,3,30,1,1,0,2,0,30,5,10,0,15,1,30,9,6,0,15,4,30,6,0,0,6,1,-15,3,1
2,4,32,0,30,5,4,0,9,4,30,2,0,0,2,0,30,8,1,0,9,1,30,3,6,0,9,1,30,2,0,0,2,1,-15,3,1
2,3,35,2,30,11,2,0,13,6,30,2,0,0,2,9,30,2,11,0,13,0,30,1,12,0,13,2,30,7,1,0,8,1,-15,3,1
2,2,39,0,30,1,10,0,11,6,30,6,0,0,6,0,30,5,6,0,11,0,30,2,9,0,11,4,30,5,0,0,5,1,-15,3,1
2,3,39,0,30,1,10,0,11,6,30,6,0,0,6,0,30,5,6,0,11,0,30,2,9,0,11,4,30,5,0,0,5,1,-15,3,1
2,2,5,0,30,2,3,0,5,2,30,2,2,0,4,0,30,3,2,0,5,0,30,1,4,0,5,1,30,0,2,0,2,0,-27,3,0
2,1,17,4,30,11,3,0,14,2,30,6,0,0,6,0,30,6,8,0,14,3,30,5,9,0,14,2,30,4,0,0,4,1,-15,3,1
2,2,17,4,30,11,3,0,14,2,30,6,0,0,6,0,30,6,8,0,14,3,30,5,9,0,14,2,30,4,0,0,4,1,-15,3,1
2,3,17,4,30,11,3,0,14,2,30,6,0,0,6,0,30,6,8,0,14,3,30,5,9,0,14,2,30,4,0,0,4,1,-15,3,1
2,3,31,1,30,5,7,0,12,4,30,8,0,0,8,6,30,11,1,0,12,0,30,3,9,0,12,0,30,4,2,0,6,1,-15,3,1
2,4,39,0,30,4,7,0,11,8,30,6,0,0,6,0,30,4,7,0,11,3,30,5,6,0,11,3,30,5,0,0,5,1,-15,3,1
2,3,6,2,30,9,0,0,9,4,30,2,0,0,2,0,30,2,7,0,9,0,30,4,5,0,9,0,30,3,2,0,5,0,-27,3,0
2,1,13,2,30,6,1,0,7,0,30,4,0,0,4,4,30,7,0,0,7,6,30,7,0,0,7,6,30,4,0,0,4,1,-15,3,1
2,3,15,0,30,5,8,0,13,0,30,5,1,0,6,2,30,4,9,0,13,1,30,4,9,0,13,2,30,9,0,0,9,1,-15,3,1
2,4,15,0,30,5,8,0,13,0,30,5,1,0,6,2,30,4,9,0,13,1,30,4,9,0,13,2,30,9,0,0,9,1,-15,3,1
2,4,19,0,30,2,11,0,13,0,30,8,0,0,8,0,30,7,6,0,13,9,30,4,9,0,13,4,30,9,0,0,9,1,-15,3,1
2,4,25,2,30,9,5,0,14,4,30,6,0,0,6,0,30,7,7,0,14,0,30,4,10,0,14,4,30,5,1,0,6,1,-15,3,1
2,0,27,1,30,7,8,0,15,3,30,1,1,0,2,0,30,5,10,0,15,2,30,6,9,0,15,5,30,6,0,0,6,1,-15,3,1
2,3,27,0,30,7,8,0,15,3,30,1,1,0,2,0,30,5,10,0,15,2,30,6,9,0,15,5,30,6,0,0,6,1,-15,3,1
2,4,27,0,30,7,8,0,15,3,30,1,1,0,2,0,30,5,10,0,15,2,30,6,9,0,15,5,30,6,0,0,6,1,-15,3,1
2,4,29,1,30,9,5,0,14,5,30,11,1,0,12,0,30,6,8,0,14,0,30,0,14,0,14,0,30,7,2,0,9,1,-15,3,1
2,3,45,0,30,5,8,0,13,9,30,10,0,0,10,0,30,1,12,0,13,0,30,4,9,0,13,3,30,5,0,0,5,1,-15,3,1
2,1,13,6,30,7,0,0,7,1,30,4,0,0,4,1,30,6,1,0,7,3,30,3,4,0,7,3,30,4,0,0,4,1,-15,3,1
2,2,13,6,30,7,0,0,7,1,30,4,0,0,4,1,30,6,1,0,7,3,30,3,4,0,7,3,30,4,0,0,4,1,-15,3,1
2,1,17,4,30,6,8,0,14,2,30,6,0,0,6,0,30,6,8,0,14,2,30,7,7,0,14,6,30,4,0,0,4,1,-15,3,1
2,2,17,4,30,6,8,0,14,2,30,6,0,0,6,0,30,6,8,0,14,2,30,7,7,0,14,6,30,4,0,0,4,1,-15,3,1
2,3,17,4,30,6,8,0,14,2,30,6,0,0,6,0,30,6,8,0,14,2,30,7,7,0,14,6,30,4,0,0,4,1,-15,3,1
2,4,25,0,30,10,4,0,14,2,30,6,0,0,6,0,30,8,6,0,14,1,30,5,9,0,14,3,30,5,1,0,6,1,-15,3,1
2,1,27,1,30,4,11,0,15,2,30,2,0,0,2,0,30,10,5,0,15,2,30,3,12,0,15,3,30,6,0,0,6,1,-15,3,1
2,4,3,0,30,0,4,0,4,2,30,4,0,0,4,0,30,1,3,0,4,3,30,3,1,0,4,0,30,1,2,0,3,0,-27,3,0
2,0,5,2,30,4,1,0,5,4,30,0,4,0,4,0,30,0,5,0,5,0,30,1,4,0,5,0,30,2,0,0,2,0,-27,3,0
2,1,5,2,30,4,1,0,5,4,30,0,4,0,4,0,30,0,5,0,5,0,30,1,4,0,5,0,30,2,0,0,2,0,-27,3,0
2,1,17,3,30,10,4,0,14,4,30,6,0,0,6,0,30,4,10,0,14,3,30,7,7,0,14,1,30,4,0,0,4,1,-15,3,1
2,2,17,3,30,10,4,0,14,4,30,6,0,0,6,0,30,4,10,0,14,3,30,7,7,0,14,1,30,4,0,0,4,1,-15,3,1
2,0,19,1,30,4,9,0,13,3,30,7,1,0,8,3,30,4,9,0,13,0,30,7,6,0,13,1,30,8,1,0,9,1,-15,3,1
2,1,19,1,30,4,9,0,13,3,30,7,1,0,8,3,30,4,9,0,13,0,30,7,6,0,13,1,30,8,1,0,9,1,-15,3,1
